Serial No,Quantity,Unit Price (USD),Date Ordered,Hospital Name,State,Equipment,Supplier,Supplier Country
4833,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
4834,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
4835,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
4836,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
4837,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
4838,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
4839,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
4840,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
4841,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
4842,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
4843,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
4844,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
4845,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
4846,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
4847,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
4848,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
4849,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
4850,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
4851,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
4852,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
4853,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
4854,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
4855,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
4856,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
4857,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
4858,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
4859,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
4860,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
4861,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
4862,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
4863,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
4864,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
4865,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
4866,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
4867,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
4868,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
4869,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
4870,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
4871,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
4872,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
4873,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
4874,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
4875,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
4876,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
4877,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
4878,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
4879,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
4880,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
4881,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
4882,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
4883,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
4884,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
4885,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
4886,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
4887,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
4888,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
4889,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
4890,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
4891,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
4892,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
4893,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
4894,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
4895,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
4896,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
4897,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
4898,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
4899,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
4900,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
4901,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
4902,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
4903,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
4904,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
4905,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
4906,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
4907,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
4908,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
4909,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
4910,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
4911,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
4912,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
4913,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
4914,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
4915,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
4916,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
4917,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
4918,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
4919,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
4920,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
4921,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
4922,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
4923,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
4924,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
4925,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
4926,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
4927,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
4928,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
4929,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
4930,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
4931,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
4932,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
4933,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
4934,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
4935,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
4936,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
4937,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
4938,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
4939,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
4940,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
4941,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
4942,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
4943,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
4944,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
4945,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
4946,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
4947,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
4948,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
4949,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
4950,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
4951,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
4952,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
4953,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
4954,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
4955,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
4956,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
4957,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
4958,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
4959,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
4960,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
4961,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
4962,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
4963,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
4964,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
4965,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
4966,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
4967,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
4968,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
4969,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
4970,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
4971,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
4972,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
4973,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
4974,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
4975,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
4976,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
4977,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
4978,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
4979,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
4980,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
4981,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
4982,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
4983,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
4984,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
4985,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
4986,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
4987,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
4988,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
4989,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
4990,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
4991,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
4992,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
4993,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
4994,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
4995,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
4996,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
4997,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
4998,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
4999,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
5000,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
5001,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
5002,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
5003,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
5004,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
5005,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
5006,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
5007,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
5008,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
5009,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
5010,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
5011,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
5012,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
5013,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
5014,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
5015,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
5016,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
5017,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
5018,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
5019,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
5020,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
5021,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
5022,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
5023,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
5024,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
5025,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
5026,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
5027,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
5028,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
5029,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
5030,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
5031,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
5032,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
5033,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
5034,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
5035,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
5036,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
5037,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
5038,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
5039,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
5040,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
5041,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
5042,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
5043,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
5044,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
5045,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
5046,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
5047,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
5048,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
5049,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
5050,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
5051,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
5052,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
5053,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
5054,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
5055,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
5056,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
5057,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
5058,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
5059,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
5060,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
5061,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
5062,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
5063,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
5064,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
5065,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
5066,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
5067,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
5068,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
5069,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
5070,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
5071,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
5072,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
5073,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
5074,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
5075,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
5076,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
5077,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
5078,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
5079,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
5080,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
5081,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
5082,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
5083,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
5084,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
5085,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
5086,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
5087,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
5088,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
5089,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
5090,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
5091,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
5092,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
5093,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
5094,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
5095,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
5096,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
5097,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
5098,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
5099,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
5100,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
5101,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
5102,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
5103,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
5104,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
5105,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
5106,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
5107,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
5108,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
5109,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
